v_name,rating,sentiment,authenticity,video_path,audio_path,text,offensive,offensiveness level,engagement_level,engagement_one_hot
v_6992317221867375899.mp4,5,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0]",./tiktok_data/video/v_6992317221867375899.mp4,./tiktok_data/audio_conv/v_6992317221867375899.npy, 2.5mm 3.5mm 4.5mm 5.5mm 6.5mm,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0]",4,"[0.0, 0.0, 0.0, 1.0, 0.0]"
v_7001107998118661381.mp4,5,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0]",./tiktok_data/video/v_7001107998118661381.mp4,./tiktok_data/audio_conv/v_7001107998118661381.npy," Okay guys, so just a quick tip. If you're ever recording voiceovers and you want to get some crispy audio, this is all you got to do. So first of all, take whatever microphone you have. It might be your phone. It might be an actual microphone like this and just bring it really close to your mouth. Like really, really close. And then literally just take a blanket and put it over your head. Okay, and now yes, this looks really dumb, but it definitely sounds way better as you can maybe hear. Coming to a theater near you this summer. So yeah, that's it.","[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0]",2,"[0.0, 1.0, 0.0, 0.0, 0.0]"
v_7042369300144901422.mp4,4,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",./tiktok_data/video/v_7042369300144901422.mp4,./tiktok_data/audio_conv/v_7042369300144901422.npy," Here's how to get a free terabyte of cloud storage for your Android phone. So first, go ahead and open up the Play Store and search for this app called Terabox. And once it's installed, you can go ahead and open it up and then you pretty much instantly have access to an entire terabyte of cloud storage, literally for free. And so I know most phones these days come with a base storage of 128 gigabytes. And I know like, at least for me, that's just, it's not enough. And so usually the alternative is just to buy the 512 gigabyte version of the phone like I did, or you literally just use this app and you get a free, entire freaking terabyte for free. So yeah, maybe save yourself some money next time and store all your photos and videos on Terabox.","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",4,"[0.0, 0.0, 0.0, 1.0, 0.0]"
v_7064583042978876699.mp4,4,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",./tiktok_data/video/v_7064583042978876699.mp4,./tiktok_data/audio_conv/v_7064583042978876699.npy, 2.5g of sugar 2g of salt 2g of sugar 4g of water 4g of salt 1g of sugar 2g of baking soda 2g of salt 2g of sugar 1g of sugar 2g of salt 2g of flour 1g of salt 1g of milk 1g of sugar 𝓶 AppsRET 𝓶 H.O. Meals,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",4,"[0.0, 0.0, 0.0, 1.0, 0.0]"
v_7066193768545914159.mp4,4,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",./tiktok_data/video/v_7066193768545914159.mp4,./tiktok_data/audio_conv/v_7066193768545914159.npy," I think your next step is lighting. What is your lighting setup like? And you know what? I actually totally agree. So right now I'm just using these little LED panels from Loom Cube and I actually do love these. I've been using them for quite a long time now and they're great. However, they're really small and since there's not a lot of like surface area of light, it can kind of make the light a little harsh sometimes. So I want to upgrade. And so I went ahead and picked up a bigger light with a lot more surface area with like the umbrella thing. So that should be here on like Tuesday. Should be pretty fun.","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",4,"[0.0, 0.0, 0.0, 1.0, 0.0]"
v_7090994173163081003.mp4,3,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",./tiktok_data/video/v_7090994173163081003.mp4,./tiktok_data/audio_conv/v_7090994173163081003.npy, He's been on a tour I said I feel invisible It's a hundred niggas in the shop I will be cool It's 85 bitches by nature Monster energy Green boy Gravity Gravity on a unanimous decision Gravity moves on I'll show it as personal as it tries They know,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",2,"[0.0, 1.0, 0.0, 0.0, 0.0]"
v_7095909383980322094.mp4,4,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",./tiktok_data/video/v_7095909383980322094.mp4,./tiktok_data/audio_conv/v_7095909383980322094.npy, You know it's not the same as it was As it was As it was You know it's not the same And to the phone,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",4,"[0.0, 0.0, 0.0, 1.0, 0.0]"
v_7111803731208965419.mp4,2,"[0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0]",./tiktok_data/video/v_7111803731208965419.mp4,./tiktok_data/audio_conv/v_7111803731208965419.npy," Maga King disciple Eddie on Twitter. So, you know, he's a Maga King. He said, I told my granddaughter that Disney turned Buzz Lightyear gay and she threw her hands up in the air, rolled her eyes and asked, what is wrong with these people? They're ruining everything. From the mouth of an eight-year-old who knows right from wrong. I know this didn't happen. Why is she homophobic at eight? What a hateful little girl. Like, that's so fucked up. She needs a hug.","[0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0]",4,"[0.0, 0.0, 0.0, 1.0, 0.0]"
v_7115433231285013806.mp4,4,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",./tiktok_data/video/v_7115433231285013806.mp4,./tiktok_data/audio_conv/v_7115433231285013806.npy," Xbox Game Pass is now available on 2022 Samsung TVs as an app. Yes. Use your remote, go into the gaming hub and you will see Xbox. That is the Xbox Game Pass streaming app and boom. You can sign in, you have access to all the fun games, pair your controller on Xbox PlayStation, a Switch, a Luna controller and then you can start gaming. So you can jump into play fun games like Shredders Revenge. I really love this game. This is a great throwback. Plus you can also play favorites like Forza Horizon 5 without the need of a console. Now that's impressive. Plus you do have full access to the Xbox Game Pass Ultimate Library which is what I have. So you can play any game you want that's available for online streaming which is very, very impressive. Plus you do also have the Samsung Game Hub with the other streaming services you can jump in and play.","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",2,"[0.0, 1.0, 0.0, 0.0, 0.0]"
v_7117852044144282923.mp4,1,"[1.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0]",./tiktok_data/video/v_7117852044144282923.mp4,./tiktok_data/audio_conv/v_7117852044144282923.npy, break,"[1.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0]",5,"[0.0, 0.0, 0.0, 0.0, 1.0]"
v_7125513535299390762.mp4,5,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0]",./tiktok_data/video/v_7125513535299390762.mp4,./tiktok_data/audio_conv/v_7125513535299390762.npy," I'm gonna love you forever Forever and ever, amen As long as old men Set and talk about the weather As long as old women Set and talk about old men If you wonder how long I've been in love with you As long as old men If you wonder how long I'll be faithful I'll be happy to tell you again","[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0]",3,"[0.0, 0.0, 1.0, 0.0, 0.0]"
v_7125805672524205358.mp4,2,"[0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0]",./tiktok_data/video/v_7125805672524205358.mp4,./tiktok_data/audio_conv/v_7125805672524205358.npy, Let's do Siren Eyes using the Vegan Pro Series by Morphe. First going in with V301. It's an angled brush that's going to help us get that precise sharp line in the outer corners and inner corners. Next using V203 to just smudge out that liner a bit to make it look more sultry. Next using V300 we're going to sharpen up those lines with some concealer. And that's how you get perfect Siren Eyes every time using the Vegan Pro Series by Morphe.,"[0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0]",5,"[0.0, 0.0, 0.0, 0.0, 1.0]"
v_7126910613325974789.mp4,1,"[1.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0]",./tiktok_data/video/v_7126910613325974789.mp4,./tiktok_data/audio_conv/v_7126910613325974789.npy," Hi everyone! These are three reasons why I love Articture's Palm Desk Lamp. Aside from its elegance and minimalistic design, the lamp is foldable and lightweight, which makes it easy to move around and carry. This touch control 4-in-1 lamp can charge your smartphone, AirPods, and Apple Watch. The third reason is that this LED lamp has three brightness levels, which makes it perfect for brightening up any occasion, whether you're reading, working, or studying. I also really liked how you can fully adjust the lamp arm to cast lights directly where needed. Use promo code BETTY for 15% off.","[1.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0]",3,"[0.0, 0.0, 1.0, 0.0, 0.0]"
v_7131899317945830702.mp4,5,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0]",./tiktok_data/video/v_7131899317945830702.mp4,./tiktok_data/audio_conv/v_7131899317945830702.npy, when she drives when i drive like a light like a light slip through the flight,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0]",1,"[1.0, 0.0, 0.0, 0.0, 0.0]"
v_7132222593939098923.mp4,4,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",./tiktok_data/video/v_7132222593939098923.mp4,./tiktok_data/audio_conv/v_7132222593939098923.npy," 44,000! Nobody has a higher power level than me! 1 million. You sure you really want to take that bet?","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",1,"[1.0, 0.0, 0.0, 0.0, 0.0]"
v_7139190287598964011.mp4,2,"[0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0]",./tiktok_data/video/v_7139190287598964011.mp4,./tiktok_data/audio_conv/v_7139190287598964011.npy," If you're from Texas, you know what Whataburger is and I just discovered the best hack. Can I get a large milkshake? All the flavors like the vanilla, chocolate, banana pudding and strawberry. Thank you! This is so good. It's just like a Neapolitan banana splitter.","[0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0]",3,"[0.0, 0.0, 1.0, 0.0, 0.0]"
v_7139512343410642218.mp4,4,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",./tiktok_data/video/v_7139512343410642218.mp4,./tiktok_data/audio_conv/v_7139512343410642218.npy," Alright, I feel like you missed the point of my video. This whole thing ain't got nothing to do with race. A lot of you think Nigerian automatically think everybody's black, but no. Nigeria is a melting pot. You literally have white Nigerians. Once you listen to me and listen to me well, they are banning non-Nigerian natives, which means if you were not born there, you cannot model or promote there. All it takes is for you to do simple research and Google to see that Nigeria is a melting pot. It's not just black. Stop making this about race. This ain't got nothing to do with race. This is Nigeria trying to promote its own homegrown talent. That's it. Now, if that law had said that it's banning all white people and only promoting just black people, then yes, you would have an argument here. But you don't. You've got nothing to do with race. Pay attention, people.","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",5,"[0.0, 0.0, 0.0, 0.0, 1.0]"
v_7143282274166164782.mp4,4,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",./tiktok_data/video/v_7143282274166164782.mp4,./tiktok_data/audio_conv/v_7143282274166164782.npy," We're gonna try this. It's supposed to be an easy peel, easy cook, hard boiled egg gadget so let's see if it works. So it comes with a cup and you're supposed to fill it and put it inside the pot. It's ready to go. Nine minutes. Let it sit for two minutes. It's hot. Rinse for another two minutes. I'm scared I'm gonna make a big mess but it says to leave the water cover and it literally says to shake vigorously for I don't know how long. Natalie made a little bit of a mess but let's see the reveal. It's fully peeled. This is pretty cool.","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",3,"[0.0, 0.0, 1.0, 0.0, 0.0]"
v_7146633819490159877.mp4,4,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",./tiktok_data/video/v_7146633819490159877.mp4,./tiktok_data/audio_conv/v_7146633819490159877.npy," Oh my goodness, I'm in love with Glossier's Generation G lipstick. It glides on easily and there is no need to blot with a tissue or dab with your finger. It gives you that just blotted look and it's buildable too. I'm obsessed. It's the perfect everyday lipstick and it's so easy to apply throughout a busy day.","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",1,"[1.0, 0.0, 0.0, 0.0, 0.0]"
v_7148021960545717550.mp4,5,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0]",./tiktok_data/video/v_7148021960545717550.mp4,./tiktok_data/audio_conv/v_7148021960545717550.npy," The hip is a bomb! The hip is a bomb! I want a hip and a bomb! I want a hip and a bomb! I want a hip and a bomb! I'm sorry, what was that Maya? The hip is a bad bad! Wow! Wow!","[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0]",2,"[0.0, 1.0, 0.0, 0.0, 0.0]"
v_7149985815056305454.mp4,3,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",./tiktok_data/video/v_7149985815056305454.mp4,./tiktok_data/audio_conv/v_7149985815056305454.npy," All my years of conquest, violence, slaughter, there's never person. But I'll tell you now, what I'm about to do to your stubborn, annoying little planet. I'm gonna enjoy it very, very much.","[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",3,"[0.0, 0.0, 1.0, 0.0, 0.0]"
v_7150319266510736683.mp4,4,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",./tiktok_data/video/v_7150319266510736683.mp4,./tiktok_data/audio_conv/v_7150319266510736683.npy," Let's do a brow tutorial using the new Morphe brow wax in the M620 brush. I don't know about you, but I love a good brow wax, especially one that's going to make sure my brows don't budge. And this Morphe brow wax is seriously the perfect example of it. And get this, it's only $8 and it makes my brows look incredible. Seriously, guys, make sure you check out this Morphe brow wax for only $8.","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",3,"[0.0, 0.0, 1.0, 0.0, 0.0]"
v_7154358119986892075.mp4,4,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",./tiktok_data/video/v_7154358119986892075.mp4,./tiktok_data/audio_conv/v_7154358119986892075.npy," You and I baby, okay? So I know you'll pay Bring it over to my place You don't know what you need You got it highway You got it highway You got it highway I don't know what you need","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",2,"[0.0, 1.0, 0.0, 0.0, 0.0]"
v_7154422552264199466.mp4,3,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",./tiktok_data/video/v_7154422552264199466.mp4,./tiktok_data/audio_conv/v_7154422552264199466.npy," Yeah, I've never been so bold And she's just in the background And she says I wish that I could be like the cool kids Cause all the cool kids, they seem to fit in I wish that I could be like","[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",2,"[0.0, 1.0, 0.0, 0.0, 0.0]"
v_7155871365839572266.mp4,4,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",./tiktok_data/video/v_7155871365839572266.mp4,./tiktok_data/audio_conv/v_7155871365839572266.npy," Cause I can't get it out of my head No, I can't shake this feeling that grows in my head","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",1,"[1.0, 0.0, 0.0, 0.0, 0.0]"
v_7156393634282179883.mp4,2,"[0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0]",./tiktok_data/video/v_7156393634282179883.mp4,./tiktok_data/audio_conv/v_7156393634282179883.npy, This ain't no joke. Let me clear my throat,"[0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0]",4,"[0.0, 0.0, 0.0, 1.0, 0.0]"
v_7160105231043284266.mp4,2,"[0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0]",./tiktok_data/video/v_7160105231043284266.mp4,./tiktok_data/audio_conv/v_7160105231043284266.npy," I guess it's true that some people really gotta fight to survive And some people are white guys in 1985 White guy, 1985 White guy, 1985","[0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0]",1,"[1.0, 0.0, 0.0, 0.0, 0.0]"
v_7161706565974904110.mp4,4,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",./tiktok_data/video/v_7161706565974904110.mp4,./tiktok_data/audio_conv/v_7161706565974904110.npy, Thank you. Thank you.,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",2,"[0.0, 1.0, 0.0, 0.0, 0.0]"
v_7161886859705011499.mp4,3,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",./tiktok_data/video/v_7161886859705011499.mp4,./tiktok_data/audio_conv/v_7161886859705011499.npy, This is gonna make my life easier So a lot of you guys know that I love to record all of my TikToks on my Canon mirrorless camera And I have this camera and this microphone all mounted to my desk and set up connected into my computer Which makes it really easy to record Except I can't really take this whole setup Mobile it doesn't it doesn't really work too easily and so if I ever want to record videos elsewhere I'll bring my other Canon camera my Canon R6 Except I don't really have a good on-camera microphone for it until now and so this right here is the Sennheiser Mke 400 and I actually got this for my birthday from my parents So thank you parents and so now we got the microphone hooked onto the camera So let's see how it actually sounds and so right now we're recording on the Canon R6 with the Sennheiser Mke 400 microphone mounted on top of it So how do we think it sounds?,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",4,"[0.0, 0.0, 0.0, 1.0, 0.0]"
v_7162209121691815211.mp4,2,"[0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0]",./tiktok_data/video/v_7162209121691815211.mp4,./tiktok_data/audio_conv/v_7162209121691815211.npy, The perfect holiday gift doesn't exist. Celebrities love this mask. All of this is legend $170 off original price.,"[0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0]",5,"[0.0, 0.0, 0.0, 0.0, 1.0]"
v_7163338842517376299.mp4,5,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0]",./tiktok_data/video/v_7163338842517376299.mp4,./tiktok_data/audio_conv/v_7163338842517376299.npy," which takes better moon photos, the Xiaomi 12S Ultra or the Samsung Galaxy S22 Ultra. And so this photo was taken with the 48 megapixel, five times optical zoom lens of the Xiaomi 12S Ultra. And then this photo was taken on the 10 megapixel, 10 times optical zoom lens of the Samsung Galaxy S22 Ultra. And so even though the Xiaomi does have a higher megapixel sensor, it's just still not enough to combat that 10 times optical zoom from the Samsung.","[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0]",4,"[0.0, 0.0, 0.0, 1.0, 0.0]"
v_7163520597396573486.mp4,4,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",./tiktok_data/video/v_7163520597396573486.mp4,./tiktok_data/audio_conv/v_7163520597396573486.npy, Thank you.,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",4,"[0.0, 0.0, 0.0, 1.0, 0.0]"
v_7164449063591578923.mp4,4,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",./tiktok_data/video/v_7164449063591578923.mp4,./tiktok_data/audio_conv/v_7164449063591578923.npy," I am now finally verified on Twitter. That's right, I gave $8 to the Musk man and now I have that blue check. And you know, I think this whole thing is pretty funny because they literally don't verify anything to give you verification. Like they don't check if you're a real person, if you're the real owner of the account or anything. They're like, oh, you got $8? Seems like a real person to me. And you know, this whole thing is pretty dumb, in my opinion, like I don't really think you should just be able to pay money to get verified. Like that's not really the point of verification. Like there's just gonna be a whole bunch of problems with impersonation now that everybody can be verified. And when everyone's verified, no one will be.","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",5,"[0.0, 0.0, 0.0, 0.0, 1.0]"
